Beijingnese,Beijing Pin Yin,Type,Example,,Chin Def,,Eng Def
豆汁儿,Doù Zhīr,名次,您喝的了豆汁儿吗？,,一种发酵过的豆制饮品,,A Beijingnese fermented bean drink.
